,team,opponent,date,venue,time,comp,round,day,result,gf,ga,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season
244,FC Juarez,Tijuana,2024-11-06,Home,20:06,Liga MX,Apertura 2024 Regular Season,Wed,D,1.0,1.0,1.7,1.8,38.0,6098.0,Carlos Salcedo,4-4-1-1,4-2-3-1,Oscar Mejia,Match Report,,14.0,2.0,20.1,0.0,0.0,1.0,2024.0
245,FC Juarez,Pachuca,2024-11-09,Away,19:00,Liga MX,Apertura 2024 Regular Season,Sat,W,1.0,0.0,0.6,0.6,44.0,5879.0,Carlos Salcedo,4-2-3-1,4-2-3-1,Jorge Camacho,Match Report,,12.0,3.0,21.7,2.0,0.0,0.0,2024.0
246,Necaxa,UANL,2024-07-06,Away,19:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,1.0,0.7,1.7,44.0,40371.0,Alexis Francisco Peña,4-2-3-1,4-2-3-1,,Match Report,,10.0,3.0,16.1,0.0,0.0,0.0,2024.0
247,Necaxa,Puebla,2024-07-13,Home,17:00,Liga MX,Apertura 2024 Regular Season,Sat,W,4.0,1.0,2.4,0.9,46.0,13540.0,Alexis Francisco Peña,4-2-3-1,4-1-4-1,Abraham Quirarte,Match Report,,24.0,9.0,19.7,0.0,0.0,0.0,2024.0
248,Necaxa,Monterrey,2024-07-17,Home,19:00,Liga MX,Apertura 2024 Regular Season,Wed,L,0.0,1.0,0.3,0.8,37.0,13668.0,Alexis Francisco Peña,4-2-3-1,4-2-3-1,Jesus Lopez,Match Report,,10.0,1.0,21.8,0.0,0.0,0.0,2024.0
249,Necaxa,León,2024-07-21,Away,19:05,Liga MX,Apertura 2024 Regular Season,Sun,D,1.0,1.0,0.4,1.7,34.0,19930.0,Fernando Arce Jr.,5-3-2,4-1-4-1,Luis García,Match Report,,6.0,4.0,12.6,0.0,0.0,0.0,2024.0
250,Necaxa,FC Juárez,2024-08-24,Home,17:00,Liga MX,Apertura 2024 Regular Season,Sat,W,3.0,0.0,1.9,0.8,31.0,12967.0,Ezequiel Unsain,4-2-3-1,4-2-3-1,Martín Molina,Match Report,,12.0,6.0,18.5,0.0,1.0,1.0,2024.0
251,Necaxa,Santos,2024-09-01,Away,19:05,Liga MX,Apertura 2024 Regular Season,Sun,L,2.0,3.0,3.3,1.6,34.0,8361.0,Ezequiel Unsain,4-2-3-1,4-4-2,Guillermo Pacheco,Match Report,,18.0,5.0,19.2,0.0,1.0,1.0,2024.0
252,Necaxa,UNAM,2024-09-13,Home,21:00,Liga MX,Apertura 2024 Regular Season,Fri,W,2.0,0.0,1.6,1.0,28.0,14725.0,Ezequiel Unsain,4-2-3-1,3-4-3,Katia García,Match Report,,14.0,6.0,17.3,2.0,0.0,0.0,2024.0
253,Necaxa,Mazatlán,2024-09-18,Away,19:00,Liga MX,Apertura 2024 Regular Season,Wed,D,0.0,0.0,0.2,1.1,38.0,7247.0,Ezequiel Unsain,4-2-3-1,3-4-3,Daniel Quintero,Match Report,,6.0,1.0,25.7,0.0,0.0,0.0,2024.0
254,Necaxa,América,2024-09-21,Home,19:00,Liga MX,Apertura 2024 Regular Season,Sat,D,1.0,1.0,1.1,1.5,26.0,20147.0,Ezequiel Unsain,4-2-3-1,4-2-3-1,Oscar Mejia,Match Report,,11.0,3.0,22.9,1.0,0.0,0.0,2024.0
255,Necaxa,Querétaro,2024-09-27,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,0.0,0.0,1.3,0.5,43.0,7844.0,Ezequiel Unsain,4-2-3-1,4-1-4-1,Jorge Camacho,Match Report,,23.0,5.0,21.1,1.0,0.0,0.0,2024.0
256,Necaxa,Cruz Azul,2024-10-05,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,3.0,0.7,1.9,32.0,25589.0,Ezequiel Unsain,4-3-1-2,3-1-4-2,Guillermo Pacheco,Match Report,,6.0,1.0,16.1,0.0,0.0,0.0,2024.0
257,Necaxa,Tijuana,2024-10-18,Home,21:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,2.6,1.6,46.0,13960.0,Ezequiel Unsain,3-4-1-2,3-4-3,Adonai Escobedo,Match Report,,23.0,6.0,18.6,0.0,1.0,1.0,2024.0
258,Necaxa,Guadalajara,2024-10-22,Away,19:05,Liga MX,Apertura 2024 Regular Season,Tue,L,2.0,3.0,1.2,1.9,40.0,31120.0,Ezequiel Unsain,3-4-1-2,5-3-2,Víctor Cáceres,Match Report,,9.0,6.0,17.9,0.0,0.0,0.0,2024.0
259,Necaxa,Toluca,2024-10-27,Home,18:00,Liga MX,Apertura 2024 Regular Season,Sun,L,1.0,3.0,1.1,2.0,51.0,16443.0,Ezequiel Unsain,3-4-3,3-4-3,Fernando Guerrero,Match Report,,23.0,7.0,20.1,0.0,0.0,0.0,2024.0
260,Necaxa,Pachuca,2024-11-02,Away,21:06,Liga MX,Apertura 2024 Regular Season,Sat,L,2.0,6.0,0.7,2.9,47.0,5541.0,Ezequiel Unsain,4-2-3-1,4-2-3-1,Ismael Lopez,Match Report,,18.0,8.0,23.7,0.0,0.0,0.0,2024.0
261,Necaxa,Atlético,2024-11-06,Home,19:00,Liga MX,Apertura 2024 Regular Season,Wed,D,1.0,1.0,1.3,0.7,36.0,17969.0,Ezequiel Unsain,3-4-1-2,3-4-3,Jesus Lopez,Match Report,,17.0,4.0,18.0,0.0,0.0,0.0,2024.0
262,Necaxa,Atlas,2024-11-10,Home,17:00,Liga MX,Apertura 2024 Regular Season,Sun,D,0.0,0.0,1.0,1.0,42.0,19121.0,Ezequiel Unsain,3-4-3,5-4-1,Marco Antonio Ortíz,Match Report,,18.0,4.0,18.2,1.0,0.0,0.0,2024.0
263,Mazatlan,Cruz Azul,2024-07-06,Away,21:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,1.0,0.6,2.0,35.0,15206.0,Hugo González Durán,4-2-3-1,5-4-1,,Match Report,,8.0,1.0,17.0,0.0,0.0,0.0,2024.0
264,Mazatlan,Atlético,2024-07-12,Home,20:00,Liga MX,Apertura 2024 Regular Season,Fri,D,2.0,2.0,3.1,1.9,53.0,9147.0,Hugo González Durán,4-2-3-1,3-4-3,Martín Molina,Match Report,,17.0,4.0,17.7,0.0,0.0,1.0,2024.0
265,Mazatlan,Toluca,2024-07-17,Away,21:00,Liga MX,Apertura 2024 Regular Season,Wed,L,0.0,3.0,0.4,1.2,46.0,22646.0,Hugo González Durán,4-4-2,4-2-3-1,Adonai Escobedo,Match Report,,7.0,2.0,20.8,0.0,0.0,0.0,2024.0
266,Mazatlan,Guadalajara,2024-07-20,Away,17:05,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,2.0,1.0,0.7,45.0,35602.0,Hugo González Durán,4-4-2,4-1-4-1,Oscar Mejia,Match Report,,10.0,4.0,23.7,1.0,0.0,0.0,2024.0
267,Mazatlan,Pachuca,2024-08-23,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,W,3.0,0.0,3.1,0.4,63.0,9095.0,Hugo González Durán,3-4-3,4-2-3-1,Marco Antonio Ortíz,Match Report,,26.0,10.0,18.8,0.0,0.0,0.0,2024.0
268,Mazatlan,Puebla,2024-08-30,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,1.0,1.0,2.1,0.3,68.0,8357.0,Hugo González Durán,3-4-3,5-4-1,Ismael Lopez,Match Report,,24.0,7.0,17.6,0.0,0.0,0.0,2024.0
269,Mazatlan,FC Juárez,2024-09-13,Away,20:10,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,1.0,1.3,0.9,63.0,9486.0,Hugo González Durán,3-4-3,4-2-3-1,Fernando Hernández,Match Report,,17.0,5.0,20.1,1.0,0.0,0.0,2024.0
270,Mazatlan,Necaxa,2024-09-18,Home,19:00,Liga MX,Apertura 2024 Regular Season,Wed,D,0.0,0.0,1.1,0.2,62.0,7247.0,Hugo González Durán,3-4-3,4-2-3-1,Daniel Quintero,Match Report,,15.0,3.0,21.8,1.0,0.0,0.0,2024.0
271,Mazatlan,Monterrey,2024-09-21,Away,19:00,Liga MX,Apertura 2024 Regular Season,Sat,D,0.0,0.0,2.1,0.2,56.0,43721.0,Hugo González Durán,3-4-1-2,4-3-1-2,Ismael Lopez,Match Report,,16.0,5.0,16.3,0.0,0.0,0.0,2024.0
272,Mazatlan,Tijuana,2024-09-27,Away,20:05,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,1.0,0.6,1.0,36.0,18333.0,Hugo González Durán,5-4-1,4-2-3-1,Víctor Cáceres,Match Report,,9.0,3.0,19.7,0.0,0.0,0.0,2024.0
273,Mazatlan,Querétaro,2024-10-04,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,2.0,2.0,1.4,2.1,45.0,7773.0,Hugo González Durán,3-5-2,4-2-3-1,Oscar Mejia,Match Report,,13.0,5.0,19.3,1.0,0.0,0.0,2024.0
274,Mazatlan,Atlas,2024-10-18,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,0.0,0.0,0.7,0.9,50.0,10690.0,Hugo González Durán,5-4-1,4-2-3-1,Daniel Quintero,Match Report,,11.0,4.0,19.1,1.0,0.0,0.0,2024.0
275,Mazatlan,UANL,2024-10-22,Home,20:06,Liga MX,Apertura 2024 Regular Season,Tue,W,2.0,0.0,0.8,2.3,42.0,9642.0,Hugo González Durán,5-4-1,4-2-3-1,César Arturo Ramos,Match Report,,13.0,5.0,17.5,0.0,0.0,0.0,2024.0
276,Mazatlan,Santos,2024-10-25,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,0.0,0.0,1.0,1.7,47.0,6096.0,Hugo González Durán,4-2-3-1,4-2-3-1,Jorge Camacho,Match Report,,14.0,3.0,16.6,0.0,0.0,0.0,2024.0
277,Mazatlan,América,2024-11-01,Home,20:00,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,5.0,0.4,3.0,42.0,6391.0,Hugo González Durán,4-4-2,4-2-3-1,Adonai Escobedo,Match Report,,10.0,4.0,20.2,1.0,0.0,0.0,2024.0
278,Mazatlan,León,2024-11-05,Away,19:00,Liga MX,Apertura 2024 Regular Season,Tue,D,0.0,0.0,1.8,2.2,41.0,18928.0,Hugo González Durán,5-4-1,4-4-2,Fernando Hernández,Match Report,,15.0,0.0,17.8,1.0,0.0,0.0,2024.0
279,Mazatlan,UNAM,2024-11-08,Home,20:00,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,1.0,0.2,1.6,49.0,8592.0,Hugo González Durán,5-4-1,5-3-2,Erick Miranda,Match Report,,5.0,0.0,20.8,1.0,0.0,0.0,2024.0
280,Puebla,Santos,2024-07-05,Home,16:45,Liga MX,Apertura 2024 Regular Season,Fri,W,1.0,0.0,1.5,0.5,41.0,8331.0,Diego De Buen,4-1-4-1,4-2-3-1,,Match Report,,15.0,4.0,19.5,0.0,1.0,1.0,2024.0
281,Puebla,Necaxa,2024-07-13,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,L,1.0,4.0,0.9,2.4,54.0,13540.0,Diego De Buen,4-1-4-1,4-2-3-1,Abraham Quirarte,Match Report,,17.0,5.0,17.7,1.0,0.0,0.0,2024.0
282,Puebla,León,2024-07-16,Home,21:00,Liga MX,Apertura 2024 Regular Season,Tue,D,2.0,2.0,2.7,0.7,39.0,7883.0,Diego De Buen,4-1-4-1,3-1-4-2,Marco Antonio Ortíz,Match Report,,21.0,7.0,20.9,0.0,1.0,1.0,2024.0
283,Puebla,Atlas,2024-07-19,Home,21:05,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,0.8,0.8,56.0,10847.0,Diego De Buen,4-1-4-1,4-2-3-1,Iván López,Match Report,,15.0,2.0,24.4,1.0,0.0,0.0,2024.0
284,Puebla,Monterrey,2024-08-16,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,1.0,1.4,29.0,9000.0,Diego De Buen,5-4-1,4-2-3-1,Salvador Pérez Villalobos,Match Report,,14.0,6.0,18.5,0.0,0.0,0.0,2024.0
285,Puebla,América,2024-08-24,Away,21:05,Liga MX,Apertura 2024 Regular Season,Sat,W,1.0,0.0,0.6,1.7,30.0,11978.0,Diego De Buen,5-4-1,4-2-3-1,Luis Enrique Santander,Match Report,,11.0,2.0,21.2,0.0,0.0,0.0,2024.0
286,Puebla,Mazatlán,2024-08-30,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,1.0,1.0,0.3,2.1,32.0,8357.0,Diego De Buen,5-4-1,3-4-3,Ismael Lopez,Match Report,,3.0,3.0,24.2,0.0,0.0,0.0,2024.0
287,Puebla,Querétaro,2024-09-13,Home,18:00,Liga MX,Apertura 2024 Regular Season,Fri,W,2.0,1.0,1.6,0.6,49.0,8266.0,Diego De Buen,4-4-2,4-2-3-1,Vicente Arce,Match Report,,16.0,6.0,26.7,2.0,1.0,1.0,2024.0
288,Puebla,UNAM,2024-09-17,Away,21:05,Liga MX,Apertura 2024 Regular Season,Tue,L,0.0,1.0,0.3,2.1,28.0,7606.0,Diego De Buen,4-2-3-1,3-4-3,Iván López,Match Report,,6.0,4.0,27.2,0.0,0.0,0.0,2024.0
289,Puebla,Pachuca,2024-09-20,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,2.0,3.0,1.5,1.2,39.0,7676.0,Diego De Buen,4-2-3-1,4-2-3-1,Maximiliano Quintero,Match Report,,9.0,4.0,19.4,0.0,0.0,0.0,2024.0
290,Puebla,FC Juárez,2024-09-27,Home,18:00,Liga MX,Apertura 2024 Regular Season,Fri,L,2.0,3.0,3.2,1.2,51.0,5147.0,Diego De Buen,4-2-3-1,4-4-2,Oscar Mejia,Match Report,,19.0,5.0,17.8,0.0,1.0,1.0,2024.0
291,Puebla,UANL,2024-10-05,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,1.0,0.6,0.7,39.0,26270.0,Diego De Buen,5-3-2,4-2-3-1,Vicente Arce,Match Report,,12.0,2.0,24.5,0.0,0.0,0.0,2024.0
292,Puebla,Cruz Azul,2024-10-18,Home,21:05,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,0.4,2.4,38.0,34978.0,Diego De Buen,5-3-2,3-1-4-2,Charles Terrazas,Match Report,,8.0,3.0,29.8,0.0,0.0,0.0,2024.0
293,Puebla,Toluca,2024-10-22,Away,21:05,Liga MX,Apertura 2024 Regular Season,Tue,L,0.0,5.0,0.5,3.5,41.0,24521.0,Diego De Buen,3-5-2,3-4-3,Jorge Camacho,Match Report,,12.0,2.0,23.0,0.0,0.0,0.0,2024.0
294,Puebla,Guadalajara,2024-10-25,Home,21:00,Liga MX,Apertura 2024 Regular Season,Fri,W,1.0,0.0,1.3,1.2,31.0,32325.0,Diego De Buen,5-3-2,4-1-4-1,Ismael Lopez,Match Report,,11.0,3.0,14.0,0.0,0.0,0.0,2024.0
295,Puebla,Atlético,2024-11-02,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,2.0,0.3,1.3,37.0,15768.0,Diego De Buen,5-3-2,3-5-1-1,Oscar Mejia,Match Report,,10.0,1.0,28.4,0.0,0.0,0.0,2024.0
296,Puebla,Tijuana,2024-11-10,Away,19:10,Liga MX,Apertura 2024 Regular Season,Sun,L,1.0,2.0,0.8,1.8,20.0,21333.0,Diego De Buen,5-4-1,3-4-3,Ismael Lopez,Match Report,,5.0,2.0,14.5,0.0,0.0,0.0,2024.0
297,Pachuca,Monterrey,2024-07-07,Home,19:06,Liga MX,Apertura 2024 Regular Season,Sun,L,0.0,1.0,0.9,1.7,56.0,18262.0,Gustavo Cabral,4-2-3-1,4-4-2,Ismael Lopez,Match Report,,17.0,3.0,19.8,0.0,0.0,0.0,2024.0
298,Pachuca,León,2024-07-13,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,D,0.0,0.0,0.9,0.3,43.0,13279.0,Gustavo Cabral,4-2-3-1,4-2-3-1,,Match Report,,9.0,3.0,20.4,0.0,0.0,0.0,2024.0
299,Pachuca,Atlético,2024-07-16,Home,19:00,Liga MX,Apertura 2024 Regular Season,Tue,W,2.0,0.0,0.8,0.4,43.0,10215.0,Carlos Moreno,4-2-3-1,4-4-2,Víctor Cáceres,Match Report,,10.0,3.0,23.8,0.0,0.0,0.0,2024.0
300,Pachuca,UNAM,2024-07-21,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sun,L,0.0,2.0,0.8,2.0,61.0,20854.0,Gustavo Cabral,4-2-3-1,4-2-3-1,Vicente Arce,Match Report,,12.0,2.0,17.8,0.0,0.0,0.0,2024.0
301,Pachuca,Mazatlán,2024-08-23,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,3.0,0.4,3.1,37.0,9095.0,Gustavo Cabral,4-2-3-1,3-4-3,Marco Antonio Ortíz,Match Report,,5.0,3.0,20.1,0.0,0.0,0.0,2024.0
302,Pachuca,Querétaro,2024-08-31,Home,17:00,Liga MX,Apertura 2024 Regular Season,Sat,D,1.0,1.0,2.3,0.1,69.0,10841.0,Carlos Moreno,4-2-3-1,4-1-4-1,Iván López,Match Report,,21.0,5.0,23.1,0.0,0.0,1.0,2024.0
303,Pachuca,Atlas,2024-09-13,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,2.0,0.3,1.1,44.0,12654.0,Carlos Moreno,4-2-3-1,4-2-3-1,Luis Enrique Santander,Match Report,,6.0,2.0,19.8,1.0,0.0,0.0,2024.0
304,Pachuca,Toluca,2024-09-17,Home,19:00,Liga MX,Apertura 2024 Regular Season,Tue,D,2.0,2.0,1.2,1.8,43.0,9635.0,Salomón Rondón,4-2-3-1,4-2-3-1,Jesus Lopez,Match Report,,12.0,6.0,19.9,0.0,0.0,0.0,2024.0
305,Pachuca,Puebla,2024-09-20,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,W,3.0,2.0,1.2,1.5,61.0,7676.0,Gustavo Cabral,4-2-3-1,4-2-3-1,Maximiliano Quintero,Match Report,,18.0,4.0,23.4,0.0,0.0,0.0,2024.0
306,Pachuca,Cruz Azul,2024-09-28,Home,19:05,Liga MX,Apertura 2024 Regular Season,Sat,L,2.0,4.0,1.8,2.4,30.0,14462.0,Gustavo Cabral,4-1-4-1,3-1-4-2,Adonai Escobedo,Match Report,,12.0,5.0,20.6,0.0,0.0,0.0,2024.0
307,Pachuca,Tijuana,2024-10-04,Away,20:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,1.1,0.8,42.0,19333.0,Gustavo Cabral,4-2-3-1,4-2-3-1,Iván López,Match Report,,12.0,1.0,20.3,0.0,0.0,0.0,2024.0
308,Pachuca,Guadalajara,2024-10-19,Home,17:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,2.0,1.0,0.3,54.0,10868.0,Salomón Rondón,4-2-3-1,5-3-2,César Arturo Ramos,Match Report,,22.0,7.0,24.4,3.0,0.0,0.0,2024.0
309,Pachuca,Santos,2024-10-22,Away,19:00,Liga MX,Apertura 2024 Regular Season,Tue,D,1.0,1.0,1.8,1.1,47.0,6531.0,Carlos Moreno,4-2-3-1,4-2-3-1,Daniel Quintero,Match Report,,24.0,3.0,18.5,0.0,0.0,0.0,2024.0
310,Pachuca,UANL,2024-10-26,Away,21:00,Liga MX,Apertura 2024 Regular Season,Sat,L,1.0,2.0,1.1,0.8,52.0,35176.0,Salomón Rondón,4-2-3-1,4-2-3-1,Víctor Cáceres,Match Report,,14.0,4.0,19.2,0.0,0.0,0.0,2024.0
311,Pachuca,Necaxa,2024-11-02,Home,21:06,Liga MX,Apertura 2024 Regular Season,Sat,W,6.0,2.0,2.9,0.7,53.0,5541.0,Salomón Rondón,4-2-3-1,4-2-3-1,Ismael Lopez,Match Report,,18.0,10.0,15.1,0.0,0.0,0.0,2024.0
312,Pachuca,América,2024-11-06,Away,19:00,Liga MX,Apertura 2024 Regular Season,Wed,L,1.0,2.0,0.8,0.5,52.0,40814.0,Salomón Rondón,4-2-3-1,4-2-3-1,Fernando Guerrero,Match Report,,11.0,4.0,21.5,1.0,0.0,0.0,2024.0
313,Pachuca,FC Juárez,2024-11-09,Home,19:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,1.0,0.6,0.6,56.0,5879.0,Salomón Rondón,4-2-3-1,4-2-3-1,Jorge Camacho,Match Report,,13.0,5.0,16.5,0.0,0.0,0.0,2024.0
314,Queretaro,Tijuana,2024-07-05,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,0.8,2.1,38.0,9237.0,Kevin Escamilla,4-4-2,4-2-3-1,,Match Report,,9.0,5.0,17.5,1.0,0.0,0.0,2024.0
315,Queretaro,América,2024-07-12,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,3.0,0.5,2.2,41.0,9997.0,Kevin Escamilla,5-4-1,4-4-2,,Match Report,,9.0,1.0,18.4,0.0,0.0,0.0,2024.0
316,Queretaro,Guadalajara,2024-07-16,Home,19:00,Liga MX,Apertura 2024 Regular Season,Tue,L,0.0,2.0,0.6,2.2,43.0,28891.0,Kevin Escamilla,5-4-1,4-2-3-1,Fernando Hernández,Match Report,,15.0,3.0,23.0,0.0,0.0,0.0,2024.0
317,Queretaro,Monterrey,2024-07-20,Away,19:00,Liga MX,Apertura 2024 Regular Season,Sat,L,1.0,2.0,1.0,2.4,35.0,39932.0,Pablo Barrera,5-4-1,4-2-3-1,Víctor Cáceres,Match Report,,6.0,3.0,23.0,0.0,0.0,0.0,2024.0
318,Queretaro,Atlético,2024-08-18,Away,20:00,Liga MX,Apertura 2024 Regular Season,Sun,L,0.0,4.0,0.3,3.3,49.0,11214.0,Kevin Escamilla,4-4-2,4-2-3-1,Jesus Lopez,Match Report,,10.0,1.0,31.5,0.0,0.0,0.0,2024.0
319,Queretaro,Cruz Azul,2024-08-23,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,2.0,0.3,2.0,37.0,27884.0,Jaime Gómez Valencia,3-5-2,3-1-4-2,Guillermo Pacheco,Match Report,,4.0,3.0,16.5,0.0,0.0,0.0,2024.0
320,Queretaro,Pachuca,2024-08-31,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,D,1.0,1.0,0.1,2.3,31.0,10841.0,Pablo Barrera,4-1-4-1,4-2-3-1,Iván López,Match Report,,5.0,1.0,23.4,0.0,0.0,0.0,2024.0
321,Queretaro,Puebla,2024-09-13,Away,18:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,0.6,1.6,51.0,8266.0,Pablo Barrera,4-2-3-1,4-4-2,Vicente Arce,Match Report,,11.0,2.0,17.3,0.0,0.0,0.0,2024.0
322,Queretaro,UANL,2024-09-17,Home,21:00,Liga MX,Apertura 2024 Regular Season,Tue,W,1.0,0.0,1.5,1.6,25.0,11571.0,Kevin Escamilla,4-1-4-1,4-2-3-1,Fernando Guerrero,Match Report,,8.0,2.0,14.3,0.0,0.0,0.0,2024.0
323,Queretaro,Atlas,2024-09-20,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,W,1.0,0.0,1.0,1.0,30.0,10038.0,Kevin Escamilla,4-1-4-1,4-2-3-1,Jesus Lopez,Match Report,,10.0,3.0,16.5,1.0,0.0,0.0,2024.0
324,Queretaro,Necaxa,2024-09-27,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,0.0,0.0,0.5,1.3,57.0,7844.0,Kevin Escamilla,4-1-4-1,4-2-3-1,Jorge Camacho,Match Report,,13.0,4.0,21.5,1.0,0.0,0.0,2024.0
325,Queretaro,Mazatlán,2024-10-04,Away,19:00,Liga MX,Apertura 2024 Regular Season,Fri,D,2.0,2.0,2.1,1.4,55.0,7773.0,Kevin Escamilla,4-2-3-1,3-5-2,Oscar Mejia,Match Report,,21.0,10.0,17.8,0.0,0.0,0.0,2024.0
326,Queretaro,Toluca,2024-10-18,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,1.0,0.9,1.9,39.0,13046.0,Kevin Escamilla,4-1-4-1,4-2-3-1,Maximiliano Quintero,Match Report,,14.0,3.0,16.4,0.0,0.0,0.0,2024.0
327,Queretaro,León,2024-10-26,Away,17:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,4.0,0.7,0.7,49.0,18763.0,Kevin Escamilla,4-1-4-1,4-4-2,Adonai Escobedo,Match Report,,10.0,3.0,15.2,0.0,0.0,0.0,2024.0
328,Queretaro,FC Juárez,2024-11-01,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,L,1.0,2.0,0.9,0.6,63.0,6391.0,Federico Lértora,4-1-4-1,4-2-3-1,César Arturo Ramos,Match Report,,18.0,6.0,18.1,1.0,0.0,0.0,2024.0
329,Queretaro,UNAM,2024-11-05,Away,21:05,Liga MX,Apertura 2024 Regular Season,Tue,L,0.0,2.0,0.1,1.8,29.0,12363.0,Pablo Barrera,5-3-2,5-3-2,Daniel Quintero,Match Report,,2.0,0.0,21.7,0.0,0.0,0.0,2024.0
330,Queretaro,Santos,2024-11-08,Home,19:00,Liga MX,Apertura 2024 Regular Season,Fri,W,3.0,2.0,2.4,0.6,38.0,7046.0,Kevin Escamilla,4-1-3-2,4-4-2,Óscar Macias,Match Report,,15.0,4.0,17.0,2.0,0.0,0.0,2024.0
331,Santos Laguna,Puebla,2024-07-05,Away,16:45,Liga MX,Apertura 2024 Regular Season,Fri,L,0.0,1.0,0.5,1.5,59.0,8331.0,Bruno Amione,4-2-3-1,4-1-4-1,,Match Report,,6.0,2.0,23.8,1.0,0.0,0.0,2024.0
332,Santos Laguna,UNAM,2024-07-13,Home,19:25,Liga MX,Apertura 2024 Regular Season,Sat,D,1.0,1.0,1.1,2.4,49.0,11097.0,Carlos Acevedo,4-2-3-1,4-2-3-1,Charles Terrazas,Match Report,,8.0,1.0,21.3,0.0,1.0,1.0,2024.0
333,Santos Laguna,Atlas,2024-07-16,Away,19:00,Liga MX,Apertura 2024 Regular Season,Tue,L,0.0,1.0,0.1,2.0,50.0,12331.0,Carlos Acevedo,4-2-3-1,4-2-3-1,Luis Enrique Santander,Match Report,,2.0,0.0,31.3,1.0,0.0,0.0,2024.0
334,Santos Laguna,UANL,2024-07-20,Home,19:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,3.0,0.8,2.0,40.0,12537.0,Carlos Acevedo,4-2-3-1,4-2-3-1,Marco Antonio Ortíz,Match Report,,14.0,6.0,20.6,2.0,0.0,0.0,2024.0
335,Santos Laguna,Tijuana,2024-08-18,Away,17:05,Liga MX,Apertura 2024 Regular Season,Sun,L,1.0,3.0,1.4,2.4,30.0,18633.0,Carlos Acevedo,4-2-3-1,4-1-4-1,Maximiliano Quintero,Match Report,,7.0,2.0,16.5,2.0,0.0,0.0,2024.0
336,Santos Laguna,León,2024-08-24,Away,19:00,Liga MX,Apertura 2024 Regular Season,Sat,D,1.0,1.0,0.8,2.4,40.0,18129.0,Carlos Acevedo,4-4-2,4-2-3-1,Adonai Escobedo,Match Report,,10.0,5.0,21.9,1.0,0.0,0.0,2024.0
337,Santos Laguna,Necaxa,2024-09-01,Home,19:05,Liga MX,Apertura 2024 Regular Season,Sun,W,3.0,2.0,1.6,3.3,66.0,8361.0,Carlos Acevedo,4-4-2,4-2-3-1,Guillermo Pacheco,Match Report,,19.0,7.0,21.4,1.0,0.0,0.0,2024.0
338,Santos Laguna,Monterrey,2024-09-14,Home,21:00,Liga MX,Apertura 2024 Regular Season,Sat,L,0.0,2.0,1.7,2.4,46.0,11241.0,Carlos Acevedo,4-2-3-1,4-3-1-2,Erick Miranda,Match Report,,16.0,5.0,18.4,4.0,0.0,0.0,2024.0
